AnimalID;Name;Day;month;Year;Hour;Minute;Second;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;Sex;AgeuponOutcome;Breed;Color;Color2
A673059;Capone;21;2;2014;17;43;0;Adoption;;Dog;Neutered;Male;1 month;Doberman Pinsch/Pit Bull;Black;Brown Brindle
A673437;Higgs;21;3;2014;17;55;0;Adoption;Foster;Cat;Neutered;Male;1 month;Domestic Shorthair Mix;Cream Tabby;
A673456;;23;3;2014;18;29;0;Adoption;Foster;Dog;Neutered;Male;1 month;Chihuahua Shorthair Mix;Chocolate;Tan
A673459;;23;3;2014;18;31;0;Adoption;Foster;Dog;Neutered;Male;1 month;Chihuahua Shorthair Mix;Chocolate;Tan
A673616;Katniss;9;3;2014;18;52;0;Adoption;;Dog;Spayed;Female;1 month;Keeshond Mix;Sable;White
A673617;;9;3;2014;17;35;0;Transfer;Partner;Dog;Spayed;Female;1 month;Keeshond Mix;Sable;White
A673726;;1;3;2014;17;51;0;Transfer;Partner;Dog;Intact;Female;1 month;Plott Hound Mix;Black;Brown Brindle
A673727;;1;3;2014;17;51;0;Transfer;Partner;Dog;Intact;Female;1 month;Dachshund Mix;Blue;Tan
A673729;;1;3;2014;13;21;0;Transfer;Partner;Dog;Intact;Female;1 month;Plott Hound Mix;Black;Brown Brindle
A673776;Chauncey;4;3;2014;17;34;0;Transfer;Partner;Dog;Intact;Male;1 month;Golden Retriever/Chow Chow;Tan;White
A673903;;4;3;2014;14;0;0;Transfer;Partner;Dog;Intact;Male;1 month;Cocker Spaniel Mix;White;Buff
A674681;;16;3;2014;18;14;0;Transfer;Partner;Dog;Intact;Male;1 month;Labrador Retriever Mix;Black;
A674784;Siesta;15;4;2014;17;3;0;Adoption;Foster;Dog;Spayed;Female;1 month;Chihuahua Shorthair/Dachshund Wirehair;Black;White
A674785;Millie;15;4;2014;17;26;0;Adoption;Foster;Dog;Spayed;Female;1 month;Chihuahua Shorthair/Dachshund Wirehair;Black;
A674922;;21;3;2014;17;37;0;Adoption;;Cat;Spayed;Female;1 month;Snowshoe Mix;Seal Point;White
A674923;;21;3;2014;18;30;0;Adoption;;Cat;Spayed;Female;1 month;Domestic Shorthair Mix;Black;White
A675057;;26;3;2014;15;47;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Black;
A675119;;27;3;2014;8;0;0;Transfer;Partner;Dog;Intact;Male;1 month;Pomeranian Mix;White;Brown
A675422;Aladdin;28;3;2014;11;43;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Medium Hair Mix;Brown Tabby;
A675423;Terra;28;3;2014;11;44;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Blue;
A675425;Charcoal;28;3;2014;11;44;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Medium Hair Mix;Black Smoke;
A675514;;16;5;2014;19;2;0;Adoption;Foster;Cat;Neutered;Male;1 month;Domestic Shorthair Mix;Brown Tabby;White
A675517;Sophie;16;5;2014;19;2;0;Adoption;Foster;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Black;White
A675578;;3;4;2014;13;20;0;Transfer;Partner;Dog;Intact;Male;1 month;Pit Bull Mix;Brown Brindle;White
A675579;;3;4;2014;13;21;0;Transfer;Partner;Dog;Intact;Male;1 month;Pit Bull Mix;Brown Brindle;White
A675580;;3;4;2014;13;21;0;Transfer;Partner;Dog;Intact;Male;1 month;Pit Bull Mix;Brown Brindle;White
A675581;;3;4;2014;13;22;0;Transfer;Partner;Dog;Intact;Male;1 month;Pit Bull Mix;White;Brown Brindle
A675584;;25;4;2014;18;36;0;Adoption;Foster;Dog;Neutered;Male;1 month;Pit Bull Mix;Brown;White
A675585;Niki;25;4;2014;17;30;0;Adoption;;Dog;Spayed;Female;1 month;Pit Bull Mix;Tan;
A675858;Avery;5;4;2014;17;25;0;Adoption;;Dog;Spayed;Female;1 month;German Shepherd/Golden Retriever;Sable;
A675949;;3;4;2014;15;9;0;Transfer;Partner;Dog;Intact;Male;1 month;Yorkshire Terrier/Miniature Poodle;Tan;Apricot
A676150;Bobby;10;4;2014;14;10;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Black Tabby;
A676269;;1;6;2014;16;9;0;Adoption;Offsite;Cat;Neutered;Male;1 month;Domestic Shorthair Mix;Black;
A676272;;1;6;2014;16;9;0;Adoption;Offsite;Cat;Spayed;Female;1 month;Domestic Shorthair Mix;Blue;
A676620;Smokey;25;4;2014;16;2;0;Adoption;Foster;Cat;Neutered;Male;1 month;Domestic Medium Hair Mix;Blue;
A676624;Gunther;23;5;2014;17;6;0;Adoption;Foster;Dog;Neutered;Male;1 month;English Pointer Mix;White;Chocolate
A676625;Gavin;23;5;2014;17;20;0;Adoption;Foster;Dog;Neutered;Male;1 month;English Pointer Mix;Chocolate;White
A676752;Sunny;15;4;2014;16;25;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Tortie;White
A676783;Momo;7;5;2014;18;25;0;Adoption;Foster;Cat;Neutered;Male;1 month;Domestic Shorthair Mix;Brown Tabby;White
A676915;Puff;29;4;2014;13;36;0;Return_to_owner;;Cat;Intact;Male;1 month;Domestic Shorthair;Black;White
A676937;;17;4;2014;12;35;0;Euthanasia;Suffering;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Calico;White
A677082;Sally;4;5;2014;15;32;0;Adoption;;Cat;Spayed;Female;1 month;Domestic Medium Hair;Black;
A677088;;7;6;2014;14;6;0;Euthanasia;Suffering;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Brown Tabby;
A677092;Jinx;16;6;2014;16;45;0;Adoption;;Cat;Neutered;Male;1 month;Siamese;Lynx Point;
A677334;Elsa;25;4;2014;13;4;0;Transfer;Partner;Dog;Intact;Female;1 month;Cairn Terrier/Chihuahua Shorthair;Black;Tan
A677338;Louise;25;4;2014;13;4;0;Transfer;Partner;Dog;Intact;Female;1 month;Cairn Terrier/Chihuahua Shorthair;Tan;
A677522;Honey;1;5;2014;17;31;0;Adoption;;Dog;Spayed;Female;1 month;Chihuahua Shorthair Mix;Brown;
A677620;Jude;13;5;2014;17;20;0;Adoption;;Dog;Neutered;Male;1 month;Border Collie Mix;White;Black Brindle
A677649;;4;5;2014;13;19;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Calico;
A677811;Raven;16;5;2014;13;2;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Black;
A677812;Hawk;22;5;2014;18;32;0;Died;In Foster;Cat;Intact;Male;1 month;Manx Mix;Brown Tabby;
A677813;Wren;13;5;2014;10;5;0;Died;In Foster;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Brown Tabby;
A677841;;30;4;2014;9;25;0;Euthanasia;Suffering;Cat;Unknown;;1 month;Domestic Shorthair Mix;Black;
A678056;Bear;3;5;2014;13;37;0;Transfer;Partner;Dog;Intact;Male;1 month;Lhasa Apso Mix;Tan;
A678090;Clementine;4;6;2014;15;9;0;Adoption;;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Orange Tabby;
A678091;;7;6;2014;13;15;0;Adoption;;Cat;Spayed;Female;1 month;Domestic Shorthair Mix;White;Orange Tabby
A678092;;5;6;2014;17;12;0;Adoption;;Cat;Spayed;Female;1 month;Domestic Shorthair Mix;White;Orange Tabby
A678168;Marley;6;5;2014;13;44;0;Transfer;Partner;Dog;Intact;Male;1 month;Pointer Mix;Black;White
A678239;;8;5;2014;11;23;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Tortie;
A678249;;21;5;2014;17;37;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Medium Hair Mix;Brown Tabby;
A678250;;21;5;2014;17;37;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Medium Hair Mix;Brown Tabby;
A678286;Annie;2;7;2014;9;17;0;Adoption;Foster;Dog;Spayed;Female;1 month;Chihuahua Shorthair/Cairn Terrier;Black;
A678288;Bonnie;2;7;2014;9;44;0;Adoption;Foster;Dog;Spayed;Female;1 month;Chihuahua Shorthair/Cairn Terrier;White;
A678289;Ollie;1;7;2014;16;27;0;Adoption;Foster;Dog;Neutered;Male;1 month;Chihuahua Shorthair/Cairn Terrier;Brown;
A678290;Ginger;2;7;2014;9;40;0;Adoption;Foster;Dog;Spayed;Female;1 month;Chihuahua Shorthair/Cairn Terrier;Brown;
A678381;Nick;13;5;2014;15;16;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Black;
A678501;Jupiter;14;5;2014;15;7;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Black;
A678502;Cassiopeia;14;5;2014;15;8;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Black;White
A678503;Europa;14;5;2014;15;9;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Brown Tabby;White
A678504;Venus;16;5;2014;8;47;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Brown Tabby;White
A678566;;10;5;2014;15;30;0;Transfer;Partner;Dog;Intact;Female;1 month;Pit Bull Mix;Brown Brindle;
A678569;Annie;14;5;2014;15;5;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Brown Tabby;White
A678627;Qwayzar;25;5;2014;17;32;0;Adoption;;Cat;Spayed;Female;1 month;Domestic Shorthair Mix;Calico;
A678628;Rinker;25;5;2014;19;7;0;Adoption;;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Torbie;
A678631;Olympia;22;5;2014;17;47;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Blue;White
A678632;Bernard;22;5;2014;17;47;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Brown Tabby;White
A678653;Kaleysee;26;5;2014;17;9;0;Adoption;;Cat;Spayed;Female;1 month;Domestic Medium Hair Mix;Torbie;
A678673;Jamie;17;5;2014;13;23;0;Transfer;Partner;Cat;Unknown;;1 month;Domestic Shorthair Mix;Black;
A678674;Jordan;17;5;2014;13;24;0;Transfer;Partner;Cat;Unknown;;1 month;Domestic Shorthair Mix;Black;
A678677;;11;5;2014;17;1;0;Transfer;Partner;Dog;Intact;Female;1 month;Labrador Retriever Mix;Brown;
A678684;Freesia;13;5;2014;15;14;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;White;Orange Tabby
A678685;Verbena;13;5;2014;15;14;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Orange Tabby;White
A678750;Lion;30;5;2014;17;0;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Medium Hair Mix;Black;
A678751;Panther;30;5;2014;17;0;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Medium Hair Mix;Black;
A678752;Tiger;30;5;2014;17;0;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Medium Hair Mix;Black;
A678781;Sadie;3;6;2014;17;47;0;Adoption;;Dog;Spayed;Female;1 month;Border Collie Mix;Black;White
A678844;;16;6;2014;17;10;0;Adoption;Foster;Dog;Neutered;Male;1 month;Jack Russell Terrier Mix;Tan;White
A678845;;16;6;2014;17;10;0;Adoption;Foster;Dog;Neutered;Male;1 month;Jack Russell Terrier Mix;Black;White
A678847;Eva;16;6;2014;18;17;0;Adoption;Foster;Dog;Spayed;Female;1 month;Jack Russell Terrier Mix;Chocolate;White
A678848;Ariel;16;6;2014;17;46;0;Adoption;Foster;Dog;Spayed;Female;1 month;Jack Russell Terrier Mix;Chocolate;White
A678849;;16;6;2014;17;44;0;Adoption;Foster;Dog;Spayed;Female;1 month;Jack Russell Terrier Mix;Black;White
A678851;Olivia;17;5;2014;8;27;0;Euthanasia;Suffering;Cat;Intact;Female;1 month;Domestic Shorthair Mix;White;Black
A678861;Mocha;14;5;2014;14;2;0;Transfer;Partner;Cat;Intact;Female;1 month;Himalayan Mix;Blue Point;
A678904;South;9;7;2014;16;40;0;Adoption;Foster;Dog;Spayed;Female;1 month;Labrador Retriever/Australian Shepherd;Black;White
A678907;Tyron;11;7;2014;7;15;0;Adoption;Foster;Dog;Neutered;Male;1 month;Labrador Retriever/Australian Shepherd;Tricolor;
A678912;Cheetah;10;7;2014;14;49;0;Adoption;Foster;Dog;Spayed;Female;1 month;Labrador Retriever/Australian Shepherd;Black;White
A678914;Seven;9;7;2014;18;22;0;Adoption;Foster;Dog;Spayed;Female;1 month;Labrador Retriever/Australian Shepherd;Black;White
A679011;Luna;29;6;2014;17;13;0;Adoption;Offsite;Cat;Spayed;Female;1 month;Domestic Shorthair Mix;Calico;
A679050;;19;5;2014;18;23;0;Euthanasia;Suffering;Cat;Unknown;;1 month;Domestic Shorthair Mix;Black;
A679157;;30;6;2014;17;15;0;Adoption;Foster;Dog;Neutered;Male;1 month;Labrador Retriever/German Shepherd;Cream;White
A679158;;30;6;2014;17;26;0;Adoption;Foster;Dog;Spayed;Female;1 month;Labrador Retriever/German Shepherd;Black;White
A679160;;30;6;2014;17;15;0;Adoption;Foster;Dog;Spayed;Female;1 month;Labrador Retriever/German Shepherd;Black;White
A679240;Jude;24;5;2014;17;3;0;Adoption;Foster;Dog;Neutered;Male;1 month;Beagle/Pug;White;Brown
A679309;;7;7;2014;11;22;0;Died;In Foster;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Orange Tabby;White
A679311;;6;7;2014;14;14;0;Died;In Foster;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Cream Tabby;
A679320;Ashley;30;5;2014;8;43;0;Adoption;;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Brown Tabby;White
A679328;;20;5;2014;17;32;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Medium Hair Mix;Torbie;White
A679339;Elly Mae;31;5;2014;13;57;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Orange Tabby;White
A679340;Jed;31;5;2014;13;58;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Black;White
A679341;Jethro;31;5;2014;13;58;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Brown Tabby;
A679397;;25;5;2014;12;4;0;Transfer;Partner;Dog;Intact;Male;1 month;German Shepherd/Cardigan Welsh Corgi;Tricolor;
A679399;;25;5;2014;12;4;0;Transfer;Partner;Dog;Intact;Male;1 month;German Shepherd/Cardigan Welsh Corgi;Tricolor;
A679400;;25;5;2014;16;59;0;Adoption;;Dog;Spayed;Female;1 month;German Shepherd/Cardigan Welsh Corgi;Tricolor;
A679453;;21;5;2014;12;36;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Calico;
A679512;;25;5;2014;12;6;0;Transfer;Partner;Dog;Intact;Male;1 month;Boxer Mix;Brown;White
A679513;;25;5;2014;12;6;0;Transfer;Partner;Dog;Intact;Male;1 month;Boxer Mix;Brown;White
A679514;;25;5;2014;12;6;0;Transfer;Partner;Dog;Intact;Male;1 month;Boxer Mix;Brown;White
A679518;;22;5;2014;11;12;0;Transfer;Partner;Dog;Intact;Female;1 month;Pit Bull Mix;Black;White
A679572;Beau;19;6;2014;18;13;0;Adoption;Foster;Cat;Neutered;Male;1 month;Domestic Medium Hair Mix;Brown Tabby;
A679605;;23;5;2014;16;24;0;Transfer;Partner;Dog;Intact;Male;1 month;Pit Bull Mix;Brown;Chocolate
A679606;;23;5;2014;16;24;0;Transfer;Partner;Dog;Intact;Male;1 month;Pit Bull Mix;Brown;
A679607;;23;5;2014;16;24;0;Transfer;Partner;Dog;Intact;Male;1 month;Pit Bull Mix;Brown;White
A679615;Minerva;29;5;2014;16;18;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Black;White
A679650;;24;5;2014;14;5;0;Transfer;Partner;Dog;Intact;Female;1 month;Chihuahua Shorthair Mix;White;
A679663;;17;6;2014;13;46;0;Adoption;;Dog;Spayed;Female;1 month;German Shepherd Mix;Black;Brown
A679664;;17;6;2014;13;19;0;Transfer;Partner;Dog;Spayed;Female;1 month;German Shepherd Mix;Black;Brown
A679665;;17;6;2014;13;21;0;Transfer;Partner;Dog;Spayed;Female;1 month;German Shepherd Mix;Black;Brown
A679667;;17;6;2014;13;22;0;Transfer;Partner;Dog;Neutered;Male;1 month;German Shepherd Mix;Black;Brown
A679694;Emma;21;6;2014;15;18;0;Adoption;;Cat;Intact;Female;1 month;Domestic Shorthair Mix;White;Brown Tabby
A679704;;25;5;2014;15;5;0;Transfer;Partner;Dog;Intact;Male;1 month;Chihuahua Shorthair Mix;Brown;
A679719;;17;6;2014;13;22;0;Transfer;Partner;Dog;Spayed;Female;1 month;German Shepherd Mix;Black;Brown
A679749;;17;6;2014;13;23;0;Transfer;Partner;Dog;Spayed;Female;1 month;German Shepherd Mix;Black;Tan
A679781;Scout;20;6;2014;15;4;0;Adoption;;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Blue Tabby;
A679815;Lulu;31;5;2014;13;57;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Black;
A679816;Iris;31;5;2014;13;56;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Black;
A679817;Ruby;31;5;2014;13;56;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Black;
A679896;;7;6;2014;14;16;0;Euthanasia;Suffering;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Brown Tabby;
A679907;Oliver;28;5;2014;17;31;0;Euthanasia;Suffering;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Orange Tabby;White
A679924;Sprout;1;7;2014;14;30;0;Adoption;Foster;Cat;Spayed;Female;1 month;Domestic Shorthair Mix;Calico;
A679927;Onion;1;7;2014;14;32;0;Adoption;Foster;Cat;Spayed;Female;1 month;Domestic Shorthair Mix;Black;White
A679930;Dallas;1;6;2014;13;19;0;Died;In Kennel;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Black;
A679933;Watson;18;6;2014;17;1;0;Adoption;Foster;Cat;Neutered;Male;1 month;Siamese Mix;Blue Point;
A680006;Hercules;2;6;2014;14;4;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Longhair Mix;Blue;
A680007;Archilles;2;6;2014;14;4;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Blue;
A680045;;2;6;2014;17;41;0;Adoption;;Dog;Neutered;Male;1 month;Plott Hound Mix;Brown Brindle;White
A680069;Peach;9;6;2014;12;53;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Black;
A680072;Pear;9;6;2014;12;54;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Torbie;
A680104;Aj;3;6;2014;14;40;0;Transfer;Partner;Cat;Unknown;;1 month;Domestic Shorthair Mix;Brown Tabby;
A680105;Nick;3;6;2014;14;40;0;Transfer;Partner;Cat;Unknown;;1 month;Domestic Shorthair Mix;Brown Tabby;White
A680172;;30;5;2014;17;34;0;Transfer;Partner;Dog;Intact;Male;1 month;Pit Bull/Australian Cattle Dog;White;
A680177;;30;5;2014;17;36;0;Euthanasia;Suffering;Dog;Intact;Male;1 month;Australian Cattle Dog Mix;Brown;
A680178;;30;5;2014;17;35;0;Transfer;Partner;Dog;Intact;Male;1 month;Australian Cattle Dog Mix;Brown;
A680179;;30;5;2014;17;35;0;Transfer;Partner;Dog;Intact;Male;1 month;Australian Cattle Dog Mix;Tricolor;
A680182;Brian;3;6;2014;14;41;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Brown Tabby;
A680211;;31;5;2014;11;31;0;Transfer;Partner;Dog;Intact;Female;1 month;German Shepherd Mix;Brown;
A680212;;31;5;2014;11;32;0;Transfer;Partner;Dog;Intact;Male;1 month;German Shepherd Mix;Fawn;
A680213;;31;5;2014;11;31;0;Transfer;Partner;Dog;Intact;Female;1 month;German Shepherd Mix;Fawn;
A680214;;31;5;2014;11;31;0;Transfer;Partner;Dog;Intact;Female;1 month;German Shepherd Mix;Brown;
A680224;Howie;3;6;2014;14;41;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Brown Tabby;
A680232;;31;5;2014;12;47;0;Transfer;Partner;Dog;Intact;Male;1 month;Dachshund;Tan;
A680278;;31;5;2014;18;10;0;Transfer;Partner;Dog;Intact;Female;1 month;Boxer Mix;Brown Brindle;White
A680320;;1;6;2014;16;52;0;Euthanasia;Suffering;Cat;Unknown;;1 month;Domestic Shorthair Mix;Black;White
A680346;Sam;5;6;2014;14;55;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Orange Tabby;
A680347;Suzy;5;6;2014;14;55;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Medium Hair Mix;Orange Tabby;
A680348;Sarita;5;6;2014;14;55;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Medium Hair Mix;Orange Tabby;
A680380;;11;7;2014;16;52;0;Died;In Foster;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Brown Tabby;
A680398;Jesse;23;6;2014;13;37;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Blue;White
A680399;Hank;23;6;2014;13;38;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Blue;White
A680400;Saul;23;6;2014;13;38;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Blue;White
A680408;Wren;9;6;2014;15;50;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Orange Tabby;
A680411;Elliott;6;6;2014;14;5;0;Adoption;;Cat;Intact;Male;1 month;Snowshoe Mix;Seal Point;
A680424;;7;6;2014;18;17;0;Adoption;;Dog;Neutered;Male;1 month;Chihuahua Shorthair Mix;Tan;Black
A680516;Derrick;6;6;2014;13;1;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Orange Tabby;White
A680529;;4;6;2014;9;5;0;Euthanasia;Suffering;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Orange Tabby;
A680531;Sylvie;9;6;2014;15;48;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Black;
A680534;Cooper;20;7;2014;18;46;0;Adoption;Foster;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Blue Tabby;
A680536;Lilly;12;7;2014;13;56;0;Adoption;;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Blue Tabby;White
A680537;Ajax;11;7;2014;17;22;0;Adoption;Foster;Cat;Neutered;Male;1 month;Domestic Shorthair Mix;Blue;White
A680538;Blu;20;7;2014;18;46;0;Adoption;Foster;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Blue Tabby;
A680539;Iris;12;7;2014;13;47;0;Adoption;;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Blue;
A680553;;11;6;2014;18;9;0;Adoption;;Cat;Spayed;Female;1 month;Domestic Longhair;Brown Tabby;White
A680608;;4;6;2014;19;18;0;Euthanasia;Suffering;Cat;Unknown;;1 month;Domestic Shorthair Mix;Brown Tabby;White
A680719;;6;6;2014;18;17;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Medium Hair Mix;Black;
A680720;;6;6;2014;18;18;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Medium Hair Mix;Black;
A680816;Zoey;13;6;2014;16;50;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Medium Hair Mix;Brown Tabby;White
A680823;;8;6;2014;14;8;0;Euthanasia;Suffering;Cat;Intact;Female;1 month;Domestic Longhair Mix;Blue;White
A680825;Abby;19;6;2014;14;53;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Blue Tabby;
A680827;Audrey;19;6;2014;14;54;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Black;
A680828;Andy;19;6;2014;14;55;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Black;
A680869;Ponyboy;23;6;2014;12;37;0;Euthanasia;Suffering;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Orange Tabby;White
A681086;;12;6;2014;15;34;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Blue Tabby;
A681157;;13;6;2014;15;53;0;Euthanasia;Medical;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Black;
A681176;Gwen;15;6;2014;12;35;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Brown Tabby;
A681178;Georgie;15;6;2014;12;35;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Black;
A681248;Loki;20;6;2014;13;18;0;Adoption;;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Black;White
A681342;;16;7;2014;12;56;0;Died;In Foster;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Brown Tabby;
A681343;;16;7;2014;12;59;0;Died;In Foster;Cat;Intact;Male;1 month;Domestic Shorthair/Siamese;Lynx Point;
A681399;;18;6;2014;14;8;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Orange Tabby;White
A681400;;18;6;2014;14;9;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Blue;White
A681401;;18;6;2014;14;9;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Black;White
A681402;;18;6;2014;14;9;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Black;
A681403;Mr. Pip;13;7;2014;17;37;0;Adoption;;Cat;Neutered;Male;1 month;Domestic Shorthair Mix;Black;White
A681419;;12;7;2014;20;9;0;Adoption;Foster;Cat;Spayed;Female;1 month;Domestic Shorthair Mix;Brown Tabby;White
A681443;;19;6;2014;14;52;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Brown Tabby;White
A681471;;17;6;2014;13;51;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Blue Tabby;
A681472;;17;6;2014;13;51;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Tortie;
A681473;;17;6;2014;13;52;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Torbie;
A681474;;17;6;2014;13;52;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Brown Tabby;
A681561;;19;6;2014;13;20;0;Transfer;Partner;Cat;Intact;Male;1 month;Domestic Shorthair Mix;Orange Tabby;White
A681562;;19;6;2014;13;20;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Calico;
A681563;;19;6;2014;13;20;0;Transfer;Partner;Cat;Intact;Female;1 month;Domestic Shorthair Mix;Calico;
A681570;Big Joe;11;7;2014;17;51;0;Adoption;Foster;Dog;Neutered;Male;1 month;Labrador Retriever/Blue Lacy;Black;White
A681575;Sandy;13;7;2014;14;26;0;Adoption;;Dog;Spayed;Female;1 month;Labrador Retriever/Blue Lacy;Tricolor;
