AnimalID;Name;DateTime;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;AgeuponOutcome;Breed;Color;Color2
A669264;Scruffy;23/12/2013 18:43;Adoption;;Dog;Neutered Male;10 months;Border Terrier/Yorkshire Terrier;Black;Brown
A713030;Wanda;06/10/2015 15:07;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Black;
A513770;Felix;04/08/2015 12:25;Return_to_owner;;Cat;Neutered Male;8 years;Domestic Shorthair Mix;Black;
A684560;Tom;01/08/2014 15:10;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Black;
A659205;Jerry;26/12/2013 17:56;Adoption;;Cat;Neutered Male;9 months;Domestic Shorthair Mix;Black;White
A294132;Jasper;26/10/2013 12:31;Return_to_owner;;Dog;Neutered Male;12 years;Australian Shepherd Mix;Black;Brown
A694404;Joni;02/01/2015 17:39;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Black;
A678766;;13/05/2014 15:19;Transfer;Partner;Dog;Intact Female;4 weeks;Labrador Retriever;Black;
A676528;Fiona;20/04/2014 17:19;Adoption;;Dog;Spayed Female;4 years;Border Collie Mix;Black;White
A689021;Rocky;04/10/2014 16:24;Transfer;Partner;Dog;Neutered Male;10 months;Miniature Pinscher Mix;Black;Tan
A691804;Centurion;11/11/2014 17:34;Return_to_owner;;Dog;Neutered Male;2 years;Pit Bull/Blue Lacy;Black;
A710894;Lady;30/08/2015 11:21;Return_to_owner;;Dog;Spayed Female;2 years;Labrador Retriever Mix;Black;White
A650853;Prince;16/10/2015 12:14;Transfer;Partner;Dog;Neutered Male;5 years;Yorkshire Terrier/Miniature Poodle;Black;
A676031;Lindsey;08/04/2014 15:30;Transfer;Partner;Dog;Spayed Female;4 years;Chihuahua Shorthair Mix;Black;White
A670311;Tim;13/01/2014 17:55;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Black;White
A676804;;24/05/2014 09:17;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;White
A673252;Kobe;03/03/2014 14:00;Return_to_owner;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Black;Tan
A713487;Elia;18/10/2015 16:24;Adoption;;Cat;Spayed Female;10 months;Domestic Medium Hair Mix;Black;White
A688826;Misty;30/09/2014 11:48;Transfer;Partner;Dog;Intact Female;10 years;Border Collie Mix;Black;White
A683764;Pavel;07/08/2014 14:33;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black;
A674729;Hannah;09/05/2014 13:02;Transfer;Partner;Dog;Spayed Female;3 years;Manchester Terrier Mix;Black;Tan
A683992;;22/07/2014 11:30;Died;In Kennel;Dog;Intact Male;3 weeks;Chihuahua Longhair Mix;Black;Brown
A697071;Benji;22/02/2015 18:17;Adoption;;Dog;Neutered Male;6 months;Rat Terrier/Cardigan Welsh Corgi;Black;Gray
A667792;;04/12/2013 12:43;Transfer;Partner;Dog;Spayed Female;2 years;Jack Russell Terrier/Dachshund;Black;Brown
A669131;Lucky;28/12/2013 15:26;Adoption;;Dog;Neutered Male;2 years;Labrador Retriever Mix;Black;White
A656510;Sonny;15/01/2014 08:32;Adoption;Foster;Cat;Neutered Male;7 years;Domestic Medium Hair Mix;Black;
A665066;Gigi;03/11/2013 12:50;Adoption;;Dog;Spayed Female;4 years;Border Collie/Chow Chow;Black;
A714466;Sam;02/11/2015 18:28;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A705975;Laramie;26/07/2015 17:30;Adoption;;Cat;Spayed Female;1 month;Domestic Shorthair Mix;Black;White
A684951;;03/08/2014 15:39;Transfer;Partner;Dog;Intact Female;2 months;Chihuahua Shorthair Mix;Black;
A700710;Buck;30/04/2015 16:08;Adoption;;Dog;Neutered Male;10 months;Chihuahua Shorthair Mix;Black;White
A662260;Todd;24/12/2013 12:54;Transfer;Partner;Cat;Neutered Male;5 months;Domestic Shorthair Mix;Black;
A664238;;01/10/2013 16:47;Euthanasia;Medical;Cat;Unknown;4 months;American Shorthair Mix;Black;White
A677811;Raven;16/05/2014 13:02;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Black;
A704507;;09/06/2015 18:35;Adoption;;Dog;Neutered Male;10 months;Miniature Schnauzer Mix;Black;Buff
A668537;Eedo;09/12/2013 17:01;Transfer;Partner;Dog;Neutered Male;1 year;Miniature Pinscher Mix;Black;Tan
A701145;;25/04/2015 09:00;Transfer;SCRP;Cat;Neutered Male;7 years;Domestic Medium Hair;Black;White
A675076;Max;10/05/2014 12:20;Adoption;;Dog;Neutered Male;5 years;Rottweiler Mix;Black;Tan
A670686;Jules;18/01/2014 12:41;Return_to_owner;;Cat;Spayed Female;3 years;Domestic Shorthair Mix;Black;
A690875;Domino;08/11/2014 14:24;Transfer;Partner;Dog;Spayed Female;6 months;Labrador Retriever/Border Collie;Black;White
A704607;Midnight;07/06/2015 14:58;Return_to_owner;;Dog;Spayed Female;15 years;Pembroke Welsh Corgi Mix;Black;
A694229;Pete;27/12/2014 13:38;Return_to_owner;;Dog;Neutered Male;1 year;Dachshund;Black;Brown
A685370;Dixon;11/08/2014 18:30;Adoption;;Dog;Neutered Male;2 months;Labrador Retriever Mix;Black;White
A717544;;14/12/2015 19:33;Transfer;SCRP;Cat;Neutered Male;5 months;Domestic Shorthair Mix;Black;White
A695421;Percy;26/01/2015 14:55;Transfer;Barn;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Black;
A718558;Rocko;04/01/2016 15:39;Return_to_owner;;Dog;Neutered Male;8 years;Lhasa Apso Mix;Black;White
A689461;Walker;26/10/2014 12:18;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever Mix;Black;White
A689417;Franky;16/10/2014 11:21;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;White
A671681;;30/01/2014 13:14;Transfer;SCRP;Cat;Unknown;2 years;Domestic Longhair Mix;Black;White
A712523;;24/09/2015 18:24;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair Mix;Black;
A667726;;25/11/2013 17:53;Adoption;;Dog;Neutered Male;3 months;Labrador Retriever Mix;Black;White
A693633;Shadow;16/12/2014 17:09;Return_to_owner;;Dog;Neutered Male;1 year;Scottish Terrier/Miniature Poodle;Black;White
A673847;Steamer;09/03/2014 11:42;Transfer;Partner;Dog;Neutered Male;12 years;Cocker Spaniel Mix;Black;Brown
A696760;Chance;11/02/2015 16:55;Euthanasia;Suffering;Dog;Neutered Male;3 years;Labrador Retriever Mix;Black;White
A680773;;07/06/2014 17:15;Transfer;Partner;Dog;Unknown;2 days;Dachshund Mix;Black;
A696479;Chocolate;15/02/2015 11:39;Adoption;;Cat;Neutered Male;1 year;Domestic Medium Hair Mix;Black;
A588258;Diamond;02/01/2016 12:34;Adoption;Foster;Dog;Spayed Female;8 years;German Shepherd Mix;Black;Tan
A689355;Watson;12/10/2014 18:00;Adoption;;Cat;Neutered Male;5 months;Domestic Shorthair Mix;Black;
A702052;;09/05/2015 09:00;Transfer;SCRP;Cat;Unknown;2 months;Domestic Medium Hair Mix;Black;White
A708139;Swoberdie;02/08/2015 11:40;Return_to_owner;;Dog;Neutered Male;7 years;Labrador Retriever Mix;Black;
A716162;Joker;16/11/2015 17:37;Return_to_owner;;Dog;Neutered Male;1 year;Australian Cattle Dog Mix;Black;Brown
A712549;Beau;14/10/2015 18:31;Adoption;;Dog;Neutered Male;2 years;Beauceron Mix;Black;Tan
A666512;Puffball;07/12/2013 18:54;Adoption;;Cat;Neutered Male;8 years;Domestic Medium Hair Mix;Black;
A705271;;17/06/2015 12:45;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair;Black;White
A694917;Alphonse;02/02/2015 14:41;Transfer;Partner;Dog;Neutered Male;1 year;Labrador Retriever Mix;Black;White
A689274;Giblet;02/12/2014 07:40;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black;
A713401;Larry;14/12/2015 17:40;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black;
A673571;;26/02/2014 16:14;Euthanasia;Suffering;Dog;Intact Male;2 years;Cardigan Welsh Corgi Mix;Black;White
A702178;Bailey;15/05/2015 17:29;Adoption;;Dog;Spayed Female;2 years;Australian Shepherd Mix;Black;Tricolor
A681489;Juni;24/06/2014 16:27;Adoption;;Dog;Spayed Female;3 years;Doberman Pinsch;Black;Brown
A634858;Maggie;03/04/2015 16:27;Adoption;;Dog;Spayed Female;3 years;Yorkshire Terrier Mix;Black;Brown
A700632;;17/04/2015 18:26;Return_to_owner;;Dog;Neutered Male;2 months;Chihuahua Shorthair Mix;Black;White
A666043;Dirk;04/03/2014 14:46;Adoption;Foster;Cat;Neutered Male;1 year;Domestic Shorthair;Black;
A699843;Hades;07/04/2015 17:12;Adoption;;Dog;Neutered Male;4 months;Rottweiler Mix;Black;Tan
A713610;Poppi;16/10/2015 00:00;Transfer;Partner;Dog;Spayed Female;1 year;Labrador Retriever/Border Collie;Black;White
A665304;Flynn;20/10/2013 17:46;Adoption;;Dog;Neutered Male;2 months;Newfoundland/Australian Cattle Dog;Black;White
A685904;Hudson;09/11/2014 17:12;Transfer;Partner;Dog;Neutered Male;2 years;American Bulldog Mix;Black;White
A675393;Cesar;03/04/2014 13:25;Transfer;Partner;Dog;Intact Male;1 year;Miniature Pinscher Mix;Black;Tan
A670087;Benson;01/01/2014 19:24;Return_to_owner;;Dog;Neutered Male;7 years;Shih Tzu Mix;Black;
A698896;;25/03/2015 18:56;Adoption;;Dog;Neutered Male;2 years;Miniature Schnauzer Mix;Black;
A702845;;24/05/2015 18:52;Adoption;;Dog;Neutered Male;3 months;Bernese Mountain Dog Mix;Black;Tan
A709954;Melvin;23/08/2015 11:14;Transfer;Partner;Dog;Neutered Male;3 years;Miniature Poodle Mix;Black;
A714737;Sophie;05/11/2015 15:22;Return_to_owner;;Cat;Spayed Female;7 years;Domestic Shorthair Mix;Black;
A708078;;22/07/2015 15:47;Euthanasia;Suffering;Cat;Intact Female;9 years;Domestic Shorthair Mix;Black;White
A689829;Nico;19/10/2014 16:59;Adoption;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Black;
A715359;Lassie;19/11/2015 18:50;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black;
A709637;Benny;12/09/2015 16:05;Adoption;;Cat;Neutered Male;7 years;Domestic Shorthair Mix;Black;
A612711;Ebenezer;29/12/2013 17:12;Return_to_owner;;Dog;Neutered Male;4 years;Dachshund;Black;Brown
A707728;;16/07/2015 18:39;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Black;White
A701045;Gus;26/04/2015 11:12;Return_to_owner;;Dog;Neutered Male;2 years;Pug Mix;Black;
A680834;;13/06/2014 18:48;Transfer;SCRP;Cat;Spayed Female;1 year;Domestic Medium Hair Mix;Black;White
A215368;Guiness;04/08/2014 16:31;Return_to_owner;;Dog;Neutered Male;13 years;Newfoundland Mix;Black;
A692453;Shadow;05/12/2014 13:05;Transfer;Partner;Dog;Intact Female;2 years;Miniature Schnauzer;Black;
A706138;Jerry;20/09/2015 15:50;Adoption;;Cat;Spayed Female;4 months;Domestic Longhair Mix;Black;White
A693935;Willow;23/12/2014 14:49;Transfer;Partner;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Black;White
A678474;Figaro;18/08/2014 16:41;Adoption;;Cat;Neutered Male;4 years;Angora Mix;Black;
A651306;Mason;21/03/2015 13:44;Adoption;;Dog;Neutered Male;3 years;Rottweiler;Black;Tan
A510336;Hook;24/04/2015 14:53;Adoption;;Cat;Neutered Male;7 years;Domestic Shorthair Mix;Black;White
A689894;Lovett;26/10/2014 14:54;Transfer;Partner;Cat;Intact Male;2 years;Domestic Shorthair Mix;Black;White
A667153;;13/11/2013 15:49;Euthanasia;Rabies Risk;Cat;Intact Male;1 month;Domestic Shorthair Mix;Black;White
A720141;Driver;06/02/2016 17:58;Return_to_owner;;Dog;Neutered Male;2 years;Labrador Retriever Mix;Black;
A672280;;04/04/2014 15:10;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A700035;;10/04/2015 00:00;Transfer;Partner;Dog;Spayed Female;1 year;Miniature Schnauzer Mix;Black;Tan
A448020;Friday;13/09/2014 13:38;Return_to_owner;;Dog;Spayed Female;14 years;Doberman Pinsch/German Shepherd;Black;Tan
A678199;Bean;14/06/2014 14:33;Transfer;Partner;Cat;Neutered Male;7 months;Domestic Longhair Mix;Black;
A669053;;19/12/2013 16:22;Transfer;Partner;Dog;Intact Male;4 months;Mastiff/Pit Bull;Black;White
A708568;Jim;02/08/2015 13:23;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair Mix;Black;White
A682610;Thor;01/08/2014 17:48;Adoption;Foster;Dog;Spayed Female;1 month;Labrador Retriever Mix;Black;White
A677668;;30/04/2014 14:36;Transfer;Partner;Dog;Intact Male;4 weeks;Blue Lacy/American Bulldog;Black;White
A678614;Jason;12/07/2014 19:08;Adoption;;Cat;Neutered Male;3 months;Domestic Medium Hair Mix;Black;
A673726;;01/03/2014 17:51;Transfer;Partner;Dog;Intact Female;1 month;Plott Hound Mix;Black;Brown Brindle
A697603;Katie;02/03/2015 15:10;Transfer;Partner;Dog;Spayed Female;6 months;Australian Shepherd;Black;Tan
A719796;Ranger;14/02/2016 14:03;Adoption;;Cat;Neutered Male;6 years;Domestic Shorthair Mix;Black;White
A688536;Clyde;24/09/2014 18:48;Adoption;;Dog;Neutered Male;2 months;Labrador Retriever Mix;Black;
A648687;Lulu;11/07/2014 17:41;Return_to_owner;;Dog;Spayed Female;1 year;German Shepherd Mix;Black;Tan
A713362;Faloo;11/10/2015 18:21;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Black;White
A697206;;20/02/2015 09:00;Transfer;SCRP;Cat;Intact Female;4 months;Domestic Shorthair Mix;Black;White
A712883;Salaria;30/09/2015 16:15;Return_to_owner;;Dog;Spayed Female;3 years;German Shepherd Mix;Black;Brown
A681006;Max;15/06/2014 11:56;Adoption;;Dog;Neutered Male;4 years;Yorkshire Terrier/Miniature Poodle;Black;Brown
A624189;Pyrex;06/05/2014 17:08;Return_to_owner;;Dog;Neutered Male;3 years;Labrador Retriever/Chow Chow;Black;
A708080;;23/07/2015 09:00;Transfer;SCRP;Cat;Unknown;2 years;Domestic Shorthair Mix;Black;
A677877;Cora;30/04/2014 17:29;Return_to_owner;;Dog;Intact Female;2 years;Siberian Husky Mix;Black;White
A693332;;12/12/2014 13:29;Adoption;;Dog;Spayed Female;2 years;Border Collie Mix;Black;White
A693872;;16/12/2014 11:34;Euthanasia;Suffering;Cat;Intact Male;8 years;Domestic Shorthair Mix;Black;White
A701185;Sadie;29/04/2015 14:09;Adoption;;Dog;Spayed Female;9 years;Labrador Retriever Mix;Black;
A680720;;06/06/2014 18:18;Transfer;Partner;Cat;Intact Male;1 month;Domestic Medium Hair Mix;Black;
A669699;;29/12/2013 13:55;Transfer;Partner;Cat;Intact Male;2 years;Domestic Shorthair Mix;Black;
A484945;Johnnie;31/05/2015 00:00;Transfer;Partner;Cat;Neutered Male;7 years;Domestic Shorthair Mix;Black;
A676224;Titus;29/04/2014 16:34;Adoption;;Cat;Neutered Male;5 years;Domestic Shorthair Mix;Black;White
A701369;Lola;29/04/2015 12:15;Transfer;Partner;Dog;Intact Female;2 months;Miniature Poodle/Dachshund;Black;White
A697604;Ziggy;02/03/2015 16:39;Adoption;;Dog;Spayed Female;6 months;Australian Shepherd Mix;Black;Brown
A681139;Bridget;04/08/2014 13:35;Transfer;Partner;Dog;Intact Female;2 years;Labrador Retriever Mix;Black;
A683676;Ziggy;18/07/2014 18:21;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Black;White
A709989;Fergus;26/08/2015 13:15;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Black;White
A679928;Amarillo;17/07/2014 17:22;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black;
A697715;;28/02/2015 09:00;Transfer;SCRP;Cat;Unknown;2 years;Domestic Shorthair Mix;Black;
A699574;Jupiter;31/03/2015 16:50;Return_to_owner;;Dog;Neutered Male;2 years;Basset Hound/English Cocker Spaniel;Black;
A690413;Pepper;08/08/2015 18:35;Adoption;;Cat;Neutered Male;7 years;Domestic Shorthair Mix;Black;White
A677474;Dana;06/05/2014 12:42;Return_to_owner;;Dog;Spayed Female;2 years;Rottweiler Mix;Black;Brown
A696319;;05/02/2015 12:04;Euthanasia;Suffering;Dog;Neutered Male;12 years;Australian Shepherd Mix;Black;Gray
A676813;Max;16/04/2014 18:37;Return_to_owner;;Dog;Neutered Male;2 years;Labrador Retriever Mix;Black;
A703780;Renalda;01/06/2015 19:21;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair/Dachshund;Black;Tan
A712980;;04/10/2015 15:03;Transfer;Partner;Cat;Intact Male;1 weeks;Domestic Shorthair Mix;Black;
A686705;;26/08/2014 09:00;Transfer;SCRP;Cat;Intact Female;2 years;Domestic Longhair Mix;Black;White
A655516;Oreo;08/12/2013 15:42;Transfer;Partner;Dog;Spayed Female;2 years;Flat Coat Retriever Mix;Black;White
A716316;Oliver;12/12/2015 17:43;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Black;
A664749;Andante;04/11/2013 16:39;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A714280;Kourtney;22/12/2015 10:06;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black;
A702233;Oreo;23/05/2015 11:59;Euthanasia;Suffering;Cat;Intact Male;9 months;Domestic Medium Hair Mix;Black;White
A682338;Toto;02/08/2014 20:05;Adoption;Offsite;Dog;Neutered Male;1 year;Affenpinscher Mix;Black;White
A708469;Betty;01/08/2015 18:06;Adoption;;Dog;Spayed Female;1 year;Dachshund Mix;Black;White
A683893;;20/07/2014 13:40;Return_to_owner;;Cat;Spayed Female;1 year;Domestic Longhair Mix;Black;White
A713324;Vance;12/10/2015 14:38;Transfer;Partner;Dog;Neutered Male;2 years;Border Collie/Australian Cattle Dog;Black;White
A688264;Felina;21/01/2015 16:39;Adoption;;Dog;Spayed Female;1 year;Labrador Retriever Mix;Black;
A678921;Tiddle Bug;15/05/2014 16:37;Euthanasia;Suffering;Dog;Neutered Male;12 years;Yorkshire Terrier Mix;Black;Tan
A677949;Midnight;08/05/2014 15:22;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair Mix;Black;White
A664093;Katrina;26/10/2013 11:00;Transfer;Partner;Dog;Spayed Female;5 years;Rottweiler Mix;Black;Tan
A713588;Dyce;21/02/2016 18:27;Adoption;;Dog;Neutered Male;8 years;American Pit Bull Terrier Mix;Black;White
A677179;Lenny;01/05/2014 11:12;Return_to_owner;;Dog;Spayed Female;3 years;Labrador Retriever Mix;Black;Brown Brindle
A688407;Bently;19/09/2014 11:45;Return_to_owner;;Dog;Neutered Male;9 years;Shih Tzu Mix;Black;Gray
A701191;Shiloh;26/04/2015 18:55;Return_to_owner;;Dog;Neutered Male;1 month;Dachshund Mix;Black;Brown
A685224;Stewie;16/08/2014 14:55;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever/Boxer;Black;
A685335;;07/08/2014 09:00;Transfer;SCRP;Cat;Unknown;3 months;Domestic Shorthair Mix;Black;
A689943;Boo;15/10/2014 17:19;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black;
A714555;Noah;25/10/2015 15:00;Return_to_owner;;Dog;Intact Male;1 year;Labrador Retriever Mix;Black;
A714254;;20/10/2015 17:15;Transfer;Partner;Cat;Intact Male;1 weeks;Domestic Shorthair Mix;Black;
A703519;;26/05/2015 13:52;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair Mix;Black;White
A678914;Seven;09/07/2014 18:22;Adoption;Foster;Dog;Spayed Female;1 month;Labrador Retriever/Australian Shepherd;Black;White
A665939;Pat;04/11/2013 14:05;Transfer;Partner;Cat;Spayed Female;1 year;Domestic Medium Hair Mix;Black;
A716851;;02/12/2015 11:14;Euthanasia;Suffering;Cat;Intact Male;2 months;Domestic Shorthair Mix;Black;
A706310;Zora;27/06/2015 13:37;Euthanasia;Suffering;Cat;Intact Female;16 years;Domestic Shorthair Mix;Black;White
A690298;Ondeado;23/10/2014 17:35;Return_to_owner;;Dog;Neutered Male;1 year;Pit Bull/Boston Terrier;Black;White
A713758;Lola;21/10/2015 13:37;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Black;White
A662741;Todd;05/10/2013 12:42;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Black;
A720168;Rocky;03/02/2016 18:45;Return_to_owner;;Dog;Neutered Male;3 years;Chihuahua Shorthair Mix;Black;Tan
A680658;Oreo;09/06/2014 17:58;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever Mix;Black;White
A700144;Nadia;10/08/2015 15:18;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black;
A672462;George;26/02/2014 16:48;Transfer;Partner;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Black;
A701781;;09/06/2015 19:10;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A711349;Javier;16/10/2015 16:00;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A712850;Phillis;04/10/2015 17:13;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever Mix;Black;White
A681201;;19/06/2014 11:45;Adoption;;Dog;Neutered Male;2 months;Australian Cattle Dog/Labrador Retriever;Black;White
A701666;Zeppelin;19/05/2015 16:34;Transfer;Partner;Dog;Intact Male;4 years;Greyhound;Black;White
A693663;;16/12/2014 12:01;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair Mix;Black;Brown
A665428;;20/10/2013 13:37;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Shorthair Mix;Black;
A693532;;12/12/2014 19:04;Adoption;;Dog;Spayed Female;1 month;German Shepherd Mix;Black;Brown
A697168;;28/02/2015 14:56;Transfer;Partner;Dog;Neutered Male;5 years;Pit Bull Mix;Black;White
A676892;Charlie;26/04/2014 14:15;Adoption;;Dog;Neutered Male;10 months;Labrador Retriever/Australian Cattle Dog;Black;
A678662;;11/05/2014 15:01;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Black;White
A702952;;25/05/2015 14:29;Adoption;;Dog;Neutered Male;2 months;Labrador Retriever Mix;Black;
A702208;;10/05/2015 19:31;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Black;
A716703;;24/11/2015 12:22;Transfer;Partner;Cat;Intact Female;4 months;Domestic Shorthair Mix;Black;White
A669132;Oso;15/12/2013 15:22;Return_to_owner;;Dog;Intact Male;9 months;Rottweiler Mix;Black;Tan
A680656;;05/06/2014 13:38;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Black;White
A685070;;06/08/2014 14:44;Transfer;Partner;Dog;Spayed Female;12 years;German Shepherd Mix;Black;Brown
A680041;;02/06/2014 12:29;Euthanasia;Suffering;Dog;Intact Female;12 years;Chihuahua Shorthair Mix;Black;White
A694711;Theodore;08/01/2015 17:34;Adoption;;Dog;Neutered Male;8 months;Bernese Mountain Dog;Black;Brown
A427866;Gus;15/05/2014 12:03;Euthanasia;Suffering;Dog;Neutered Male;8 years;German Shepherd Mix;Black;Tan
A601869;Otto;14/11/2013 12:04;Return_to_owner;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Black;
A661418;Delilah;22/02/2014 17:19;Adoption;;Dog;Spayed Female;2 years;Pit Bull Mix;Black;White
A694847;;20/01/2015 14:42;Transfer;Partner;Dog;Intact Female;2 weeks;Border Collie Mix;Black;White
A709798;;14/08/2015 13:21;Transfer;Partner;Dog;Intact Male;1 month;Australian Kelpie Mix;Black;
A681873;;22/06/2014 09:00;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;Black;
A685066;;05/08/2014 17:13;Adoption;;Cat;Spayed Female;2 months;Domestic Longhair Mix;Black;White
A714055;Jorge Mcfly;22/11/2015 18:08;Adoption;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Black;White
